opening_gross,screens,production_budget,worldwide_gross,title_year,aspect_ratio,duration,cast_total_facebook_likes,budget,imdb_score
179139142.0,4226.0,250000000,1150864745,2016.0,2.35,147.0,64798,250000000.0,8.2
65058524.0,3715.0,140000000,370569776,2011.0,2.35,124.0,19761,140000000.0,6.9
95023721.0,3938.0,170000000,714401889,2014.0,2.35,136.0,36188,170000000.0,7.8
7209345.0,1595.0,57000000,62097495,2001.0,2.35,131.0,23325,57000000.0,5.9
26000000.0,3020.0,55000000,220648184,2013.0,2.35,134.0,16281,55000000.0,7.9
79795.0,5.0,25000000,38112154,2011.0,2.35,80.0,25143,25000000.0,7.2
66135507.0,4115.0,200000000,560155383,2011.0,2.35,106.0,4482,200000000.0,6.3
5350570.0,2211.0,27000000,28773827,2009.0,2.35,109.0,15790,27000000.0,6.2
34528.0,7.0,12500000,2272186,2010.0,2.35,108.0,18739,15000000.0,6.2
28883406.0,2774.0,85000000,427230516,2000.0,1.85,143.0,15838,90000000.0,7.7
2026997.0,1306.0,14000000,5782198,2006.0,2.35,98.0,678,14000000.0,6.7
30082000.0,3156.0,52000000,355612291,2002.0,1.85,141.0,48153,52000000.0,8.0
5824860.0,2847.0,18000000,16959614,2004.0,1.85,91.0,18711,18000000.0,5.2
12279363.0,3705.0,85000000,114979922,2010.0,1.85,82.0,3326,85000000.0,4.3
21707617.0,3040.0,60000000,200700000,2001.0,1.85,87.0,4171,60000000.0,5.2
1212189.0,1252.0,32000000,3588602,1997.0,1.33,75.0,7394,32000000.0,6.9
16728411.0,3117.0,100000000,82145379,2004.0,2.35,87.0,3144,100000000.0,3.3
1588013.0,493.0,12000000,6200000,1998.0,1.66,113.0,943,12000000.0,6.3
10100571.0,2749.0,45000000,61475984,2004.0,2.35,94.0,1102,25000000.0,6.5
4604621.0,1506.0,18000000,21361109,2000.0,2.35,115.0,1201,18000000.0,6.7
35535250.0,3508.0,50000000,206175032,2016.0,2.35,107.0,14569,50000000.0,6.6
42826.0,12.0,15000000,7885048,2010.0,2.35,97.0,15293,,6.4
7546000.0,2255.0,55000000,60209334,1996.0,1.85,107.0,31014,50000000.0,5.6
9351560.0,1.0,55000000,113805580,2008.0,2.35,141.0,12840,55000000.0,7.8
17128062.0,2613.0,45000000,66790248,2002.0,2.35,91.0,758,45000000.0,6.5
13346782.0,3201.0,49000000,105002056,2015.0,2.35,120.0,23051,49000000.0,6.9
56178450.0,,150000000,475825484,2005.0,1.85,115.0,57844,150000000.0,6.7
1836256.0,1122.0,12000000,5295909,2007.0,1.85,97.0,22577,12000000.0,7.0
12381585.0,2718.0,44000000,48478084,2010.0,2.35,99.0,1066,44000000.0,6.5
15952430.0,2575.0,75000000,119512771,2007.0,1.85,102.0,60646,75000000.0,7.1
37634221.0,3459.0,120000000,227200000,2003.0,2.35,107.0,4046,120000000.0,4.8
40128550.0,3037.0,90000000,259736090,2000.0,2.35,94.0,15419,92000000.0,5.5
11457353.0,3566.0,82500000,143985708,2006.0,1.85,97.0,23907,,6.4
6081483.0,2400.0,23000000,12291975,2004.0,2.35,101.0,842,23000000.0,6.1
6081483.0,2400.0,23000000,12291975,2004.0,2.35,101.0,829,23000000.0,6.1
2268274.0,2002.0,20000000,8300821,2012.0,1.85,116.0,21200,20000000.0,7.2
15340679.0,3175.0,60000000,135015330,2005.0,2.35,94.0,20348,60000000.0,5.4
27557647.0,3298.0,40000000,189714544,2003.0,1.85,94.0,7014,40000000.0,5.8
2074929.0,77.0,30000000,306776732,2002.0,1.85,113.0,813,45000000.0,7.2
40049778.0,3654.0,60000000,310043823,2005.0,1.85,81.0,2252,150000000.0,5.8
17506162.0,2491.0,42000000,227793915,2000.0,1.85,84.0,1817,45000000.0,7.0
621812.0,510.0,50000000,3434330,2015.0,2.35,137.0,27666,50000000.0,6.4
179268.0,,76000000,69853395,2006.0,1.85,109.0,16479,76000000.0,7.9
5810531.0,2558.0,34000000,11263966,1999.0,2.35,102.0,1274,34000000.0,5.2
900688.0,350.0,13000000,11831131,2009.0,1.85,96.0,14372,11000000.0,6.3
3093590.0,658.0,25000000,152500343,2000.0,1.85,121.0,1323,25000000.0,7.3
21570867.0,3393.0,50000000,96469187,2004.0,2.35,99.0,6729,60000000.0,5.2
22004098.0,2907.0,12000000,123681790,2012.0,1.85,89.0,2054,12000000.0,7.1
18320205.0,2812.0,88000000,105021488,2005.0,2.35,144.0,2523,88000000.0,8.0
6293205.0,3074.0,40000000,39753957,2009.0,2.35,109.0,20503,40000000.0,5.9
2135000.0,840.0,25000000,28012862,2012.0,,91.0,539,,6.8
8935426.0,2575.0,40000000,22433915,2002.0,2.35,108.0,34377,60000000.0,6.2
,,40000000,20278055,1996.0,1.85,111.0,17877,40000000.0,6.2
15369048.0,2212.0,55000000,198750909,1998.0,2.35,114.0,13905,55000000.0,6.7
3129473.0,2022.0,38000000,17830244,2008.0,2.35,90.0,15494,55000000.0,6.5
30547.0,6.0,17500000,325491,2002.0,1.85,116.0,245,17500000.0,6.0
49770.0,19.0,20000000,47300771,2008.0,2.35,86.0,82,,6.5
40011365.0,3749.0,82500000,237685089,2006.0,1.85,107.0,12700,70000000.0,6.4
10108333.0,2540.0,26000000,38788828,2002.0,1.85,94.0,3917,26000000.0,5.2
7707972.0,476.0,35000000,115476509,2004.0,1.85,98.0,28027,27000000.0,7.3
9612247.0,2008.0,102000000,130673154,2012.0,2.35,172.0,22686,102000000.0,7.5
34017930.0,4001.0,78000000,274392649,2013.0,2.35,95.0,848,78000000.0,6.5
30304648.0,3119.0,100000000,236827677,2009.0,2.35,90.0,1227,100000000.0,7.0
46146546.0,3411.0,25000000,171302226,2008.0,1.85,85.0,3958,25000000.0,7.0
29168180.0,2524.0,45000000,76665507,2005.0,2.35,136.0,20299,30000000.0,7.2
177399.0,5.0,23000000,50813834,2009.0,2.35,111.0,735,19430000.0,6.7
4244142.0,,20000000,8135024,2007.0,1.85,91.0,2700,20000000.0,4.5
14574213.0,2163.0,80000000,165173909,2003.0,2.35,154.0,61110,79000000.0,7.2
15058432.0,2824.0,85000000,78353508,2002.0,1.85,108.0,1460,85000000.0,5.5
24701458.0,3188.0,60000000,217670152,2004.0,2.35,120.0,13581,65000000.0,7.6
10408176.0,2614.0,40000000,72295262,2011.0,2.35,112.0,3432,40000000.0,6.4
24131738.0,2824.0,80000000,224117573,1997.0,2.35,123.0,15362,75000000.0,6.8
10513749.0,2841.0,35000000,50359876,2015.0,2.35,123.0,13371,35000000.0,7.1
12537.0,2.0,29000000,33013805,2002.0,2.35,113.0,810,29000000.0,7.1
9350572.0,2503.0,15000000,33118854,2004.0,1.85,89.0,2167,15000000.0,4.6
4563588.0,1871.0,15000000,12212417,2003.0,2.35,97.0,1172,15000000.0,6.7
3254940.0,1014.0,20000000,8047525,2004.0,1.85,108.0,2730,20000000.0,6.3
19313566.0,2806.0,80000000,142783718,1997.0,2.35,135.0,8355,75000000.0,6.7
20584908.0,1923.0,90000000,165900000,1997.0,2.35,150.0,12289,90000000.0,7.4
,,75000000,221594911,2015.0,,77.0,2044,,4.8
24349815.0,2863.0,25000000,98406855,2012.0,2.35,109.0,26625,25000000.0,6.5
13510482.0,2233.0,15000000,63706632,1997.0,1.85,120.0,40117,10000000.0,6.9
18211126.0,3150.0,37000000,55909910,2010.0,2.35,107.0,14483,37000000.0,5.6
70460.0,26.0,11000000,355968,2006.0,2.35,104.0,150,11000000.0,6.8
16849646.0,2299.0,60000000,126037057,2009.0,1.85,100.0,647,60000000.0,7.7
9023173.0,2062.0,11000000,25116103,2001.0,1.85,86.0,3850,11000000.0,4.6
385078.0,5.0,30000000,114770654,2005.0,1.85,77.0,60683,40000000.0,7.4
30000.0,2.0,15000000,20601987,2010.0,2.35,117.0,4204,15000000.0,6.3
34286740.0,3000.0,60000000,172450423,2009.0,1.85,113.0,8172,60000000.0,5.5
12501000.0,1986.0,46000000,100833145,1996.0,1.85,116.0,33233,46000000.0,6.6
1365000.0,1565.0,30000000,46225326,2015.0,2.35,118.0,3384,20000000.0,7.0
17319282.0,2653.0,45000000,113916474,2000.0,2.35,107.0,3106,45000000.0,5.6
16521486.0,2625.0,25000000,56434942,2003.0,2.35,101.0,6867,30000000.0,5.8
93998.0,8.0,32000000,2899970,1999.0,2.35,132.0,16878,32000000.0,6.9
6963565.0,2223.0,20000000,35472739,2009.0,1.85,96.0,30541,20000000.0,6.2
12896635.0,2515.0,12000000,43924923,2006.0,1.78,93.0,28767,12000000.0,7.0
1010596.0,1214.0,15000000,1954202,1999.0,2.35,111.0,4834,15000000.0,6.3
19104303.0,3020.0,50000000,147142328,2011.0,2.39,118.0,57426,50000000.0,7.4
29632823.0,3404.0,37000000,173567581,2015.0,2.35,133.0,15106,35000000.0,7.7
5767278.0,2683.0,31500000,35643433,2016.0,2.35,113.0,10910,31500000.0,6.3
43380.0,10.0,12000000,220175,1997.0,1.85,107.0,3099,12000000.0,6.0
7714362.0,2123.0,25000000,39393111,2001.0,1.85,92.0,1315,21150000.0,4.8
663205.0,16.0,15000000,213514672,2000.0,2.35,120.0,129,15000000.0,7.9
13020565.0,2312.0,11000000,75803716,1999.0,1.85,97.0,6223,10500000.0,6.9
14703405.0,2566.0,50000000,71052604,2006.0,1.85,78.0,11124,50000000.0,6.6
27623580.0,3370.0,60000000,164285587,2003.0,1.85,92.0,4050,60000000.0,5.5
38740203.0,3271.0,50000000,238757137,2015.0,1.85,96.0,10886,50000000.0,6.1
12622450.0,2450.0,25000000,32092761,2009.0,1.85,88.0,4378,25000000.0,3.5
91612.0,3.0,12500000,45557491,2000.0,2.35,140.0,2894,12800000.0,8.0
18479435.0,2657.0,115000000,178200000,1997.0,2.35,108.0,1569,116000000.0,5.8
3880688.0,2176.0,15000000,12262065,2002.0,2.35,118.0,1873,15000000.0,6.6
5576953.0,1754.0,27000000,27257061,1998.0,2.35,111.0,4696,27000000.0,7.7
29685274.0,3755.0,150000000,238202668,2012.0,1.85,113.0,80849,100000000.0,6.2
9939251.0,2657.0,60000000,49473093,2005.0,2.35,103.0,1467,30000000.0,5.6
39962.0,4.0,12000000,1200346,2012.0,2.35,103.0,3878,,5.1
21812384.0,2896.0,20000000,85146165,2006.0,1.85,85.0,6539,20000000.0,2.7
25207599.0,3374.0,55000000,152269033,2010.0,2.35,101.0,39822,55000000.0,6.3
72611427.0,3967.0,170000000,703545589,2014.0,1.85,130.0,14363,170000000.0,7.6
15146692.0,2523.0,20000000,51445503,2009.0,2.35,98.0,189,20000000.0,6.5
10014795.0,2175.0,80000000,158908290,1996.0,1.85,114.0,25126,80000000.0,5.8
400001.0,16.0,15000000,18524496,2004.0,2.35,125.0,729,20000000.0,6.6
5345250.0,2188.0,30000000,19599974,2013.0,2.35,118.0,4253,30000000.0,6.5
4704688.0,1797.0,14000000,15064948,1998.0,1.85,96.0,6861,14000000.0,6.0
135050000.0,3558.0,58000000,783770709,2016.0,2.35,108.0,18239,58000000.0,8.1
30468614.0,2969.0,25000000,142033509,2010.0,2.35,108.0,19945,25000000.0,6.3
12621090.0,2532.0,65000000,72516819,2008.0,2.35,111.0,28643,45000000.0,6.4
5337257.0,1822.0,20000000,16907831,2007.0,2.35,111.0,3309,20000000.0,6.8
4266463.0,2164.0,50000000,8374062,2002.0,1.85,109.0,52885,55000000.0,6.4
12001256.0,3205.0,51000000,46815807,2006.0,1.85,93.0,5468,,4.9
356476.0,10.0,20000000,10686841,1997.0,1.85,96.0,11867,20000000.0,7.4
19107643.0,2854.0,60000000,165048228,1999.0,2.35,105.0,3697,60000000.0,5.8
41152375.0,3156.0,80000000,349464664,1998.0,2.35,120.0,22750,75000000.0,6.1
4737793.0,1758.0,45000000,11203026,1998.0,2.35,106.0,6558,45000000.0,6.0
511920.0,2160.0,40000000,915840,2008.0,1.85,94.0,2449,40000000.0,4.4
9740471.0,3049.0,30000000,87956618,2014.0,2.35,118.0,5697,30000000.0,6.2
8215000.0,3036.0,22000000,70536870,2013.0,2.35,105.0,1006,26000000.0,6.4
12211986.0,2443.0,22000000,57520063,2005.0,2.35,112.0,2019,22000000.0,6.6
83517315.0,3997.0,76000000,974873764,2013.0,1.85,98.0,11905,76000000.0,7.5
56397125.0,3476.0,69000000,543495033,2010.0,1.85,87.0,11608,69000000.0,7.7
2005512.0,1802.0,16000000,4217115,1999.0,2.35,95.0,2518,15000000.0,6.8
9626287.0,3127.0,22000000,45273464,2005.0,1.85,83.0,1729,22000000.0,4.6
12224016.0,2151.0,18000000,92935067,1999.0,1.85,88.0,2604,17000000.0,5.7
14623599.0,3391.0,22000000,77229695,2012.0,2.35,94.0,3153,22000000.0,6.4
23751502.0,3167.0,18000000,73695194,2011.0,2.35,99.0,3567,21000000.0,6.6
22126166.0,3077.0,15000000,76954311,2010.0,1.85,94.0,20154,15000000.0,6.2
6660540.0,2026.0,17000000,23734486,2003.0,2.35,98.0,2713,17000000.0,5.6
2210267.0,1522.0,13000000,6276869,1999.0,1.85,94.0,31005,13000000.0,6.1
6616571.0,2718.0,58000000,80480566,2009.0,2.35,103.0,3150,58000000.0,4.7
47072040.0,3314.0,142000000,431942139,2002.0,2.35,133.0,2538,142000000.0,6.1
23527839.0,2911.0,69000000,86796502,2010.0,1.85,114.0,10419,,5.9
38854851.0,3257.0,127500000,356148063,2000.0,1.85,82.0,2945,127500000.0,6.5
11111875.0,2912.0,11500000,99721162,2016.0,2.35,109.0,24063,11500000.0,6.0
3634236.0,1776.0,13000000,10020081,1998.0,1.85,82.0,1805,13000000.0,6.4
6945535.0,2642.0,20000000,36720752,2008.0,1.85,88.0,2857,25000000.0,1.9
37354308.0,3049.0,30000000,212453431,2009.0,1.85,112.0,2639,30000000.0,8.0
22224982.0,2925.0,20000000,118537627,2007.0,1.85,105.0,2288,20000000.0,6.9
22224982.0,2925.0,20000000,118537627,2007.0,1.85,105.0,2287,20000000.0,6.9
7070714.0,1842.0,15000000,17507368,1998.0,1.85,84.0,4660,15000000.0,5.5
54607747.0,3936.0,85000000,276014965,2014.0,2.35,139.0,22226,85000000.0,6.7
16167412.0,2507.0,27000000,73826768,2002.0,2.35,116.0,3845,27000000.0,6.0
30688000.0,3010.0,100000000,449948323,2012.0,2.35,165.0,40978,100000000.0,8.5
260713.0,505.0,30000000,7755686,2006.0,2.35,87.0,4473,21000000.0,4.8
30070196.0,2694.0,30000000,167791704,2004.0,2.35,92.0,4730,20000000.0,6.7
30070196.0,2694.0,30000000,167791704,2004.0,2.35,92.0,4730,20000000.0,6.7
15873397.0,3656.0,36000000,57824533,2014.0,1.85,107.0,13904,36000000.0,6.4
14033112.0,2910.0,53000000,54207112,2001.0,2.35,89.0,13390,53000000.0,5.5
4670120.0,2223.0,50000000,22969202,2005.0,2.35,127.0,5702,50000000.0,6.0
8525728.0,2760.0,25000000,39126427,2010.0,1.85,99.0,3744,25000000.0,5.6
17090474.0,2802.0,50000000,104488383,2001.0,2.35,113.0,3341,50000000.0,6.3
11660216.0,1503.0,35000000,65303052,1997.0,2.35,147.0,56014,35000000.0,7.8
3605899.0,2318.0,20000000,28058652,2006.0,1.85,77.0,2185,20000000.0,2.8
4926565.0,1936.0,33000000,21621188,2008.0,2.35,113.0,391,30000000.0,6.0
15488870.0,3043.0,70000000,54612337,2005.0,2.35,113.0,13517,60000000.0,5.2
23162542.0,2547.0,40000000,177835231,1999.0,2.35,105.0,2129,70000000.0,6.4
4650.0,1.0,24000000,29823162,2001.0,2.35,88.0,2557,24000000.0,5.3
507226.0,15.0,20000000,53191101,2008.0,1.85,104.0,33903,20000000.0,7.5
20027309.0,2521.0,30000000,71172251,2001.0,1.85,87.0,2911,30000000.0,5.4
18195.0,1.0,13500000,93631744,2004.0,1.85,178.0,2334,13500000.0,8.3
8636567.0,2204.0,28000000,33000377,2000.0,2.35,99.0,23344,28000000.0,4.9
23514615.0,2885.0,70000000,216821942,2014.0,2.35,92.0,5178,70000000.0,6.3
9783603.0,2781.0,25000000,29276904,2014.0,2.35,110.0,3757,25000000.0,6.8
15825480.0,2508.0,30000000,91388487,2009.0,2.35,99.0,5642,30000000.0,6.6
4756488.0,2181.0,30000000,58228460,2009.0,2.35,100.0,1100,45000000.0,2.7
10216025.0,2507.0,60000000,30063805,2002.0,2.35,104.0,2109,60000000.0,6.1
1238000.0,,57000000,104364680,1996.0,2.35,103.0,2710,57000000.0,6.4
8129355.0,2661.0,50000000,41642166,2011.0,2.35,84.0,8018,55000000.0,6.0
15027423.0,2945.0,68000000,75685268,2003.0,2.35,136.0,12194,68000000.0,5.5
9178233.0,2007.0,32000000,39498360,2005.0,2.35,98.0,1400,32000000.0,6.9
378950.0,3.0,75000000,155708695,2006.0,2.35,130.0,2856,70000000.0,6.5
6278491.0,2506.0,45000000,41467606,2012.0,2.35,95.0,578,35000000.0,7.1
6278491.0,2506.0,45000000,41467606,2012.0,2.35,95.0,578,35000000.0,7.1
10309986.0,3056.0,40000000,49686263,2008.0,2.35,102.0,3239,40000000.0,5.7
5187625.0,2290.0,50000000,41042583,2011.0,1.85,104.0,16481,50000000.0,5.5
12174504.0,2905.0,72000000,54616869,2001.0,2.35,116.0,14780,72000000.0,4.5
11340461.0,2886.0,15000000,78054825,2011.0,2.35,100.0,34337,15000000.0,7.8
5802229.0,1981.0,16000000,15980376,2000.0,1.85,96.0,11078,16000000.0,5.6
12604705.0,1836.0,20000000,56398162,2002.0,2.35,118.0,2390,20000000.0,5.7
13845914.0,2087.0,13000000,73180297,2000.0,1.37,83.0,6454,13000000.0,5.5
3018345.0,1802.0,22000000,9818792,1999.0,2.35,77.0,5568,22000000.0,3.8
32689406.0,3355.0,65000000,211739043,2010.0,2.35,95.0,23018,65000000.0,6.6
2002588.0,581.0,16000000,4734235,2000.0,1.85,112.0,1227,15000000.0,6.0
105422.0,42.0,12000000,994790,2005.0,1.85,100.0,1579,12000000.0,7.3
14200000.0,3154.0,40000000,141208010,2014.0,1.85,109.0,16179,35000000.0,5.7
10845064.0,2609.0,30000000,26214846,2003.0,1.37,85.0,1653,19000000.0,3.4
4617128.0,2189.0,40000000,10070651,2003.0,1.85,89.0,3096,40000000.0,5.8
13965110.0,2574.0,60000000,81079566,2009.0,2.35,125.0,10623,60000000.0,6.2
754779.0,875.0,20000000,6093725,2010.0,2.35,107.0,1577,20000000.0,5.1
29150721.0,3510.0,80000000,178066569,2008.0,2.35,118.0,5637,80000000.0,6.6
8250000.0,3230.0,13000000,42174545,2014.0,1.85,91.0,1921,13000000.0,5.8
42449.0,8.0,47000000,116773317,1998.0,,110.0,371,,7.8
547092.0,15.0,50000000,56077088,2007.0,1.85,96.0,17211,25000000.0,7.7
143038.0,10.0,14000000,20537741,2008.0,2.35,97.0,16431,,6.7
23104523.0,3082.0,60000000,206598789,2010.0,1.85,140.0,20440,60000000.0,5.7
6084682.0,2042.0,23000000,43145662,2016.0,2.35,106.0,21195,23000000.0,7.5
6084682.0,2042.0,23000000,43145662,2016.0,2.35,106.0,21195,23000000.0,7.5
17214384.0,3066.0,60000000,82812456,2010.0,2.35,117.0,7053,80000000.0,6.6
28760246.0,3490.0,178000000,364406256,2014.0,2.35,113.0,12652,178000000.0,7.9
8311290.0,2626.0,60000000,35319689,1999.0,1.85,122.0,15275,55000000.0,6.1
24968601.0,3066.0,40000000,120612565,2006.0,2.35,120.0,24300,40000000.0,7.3
6485458.0,2530.0,30000000,36722311,2002.0,2.35,99.0,22554,30000000.0,5.4
14792335.0,3203.0,65000000,56409722,2005.0,2.35,100.0,7048,43000000.0,4.8
31113501.0,3337.0,32000000,220236410,2003.0,1.85,97.0,43354,33000000.0,6.9
6153075.0,2001.0,55000000,74870866,2007.0,1.85,114.0,16899,55000000.0,6.9
10618711.0,2517.0,54000000,50719373,2005.0,1.85,123.0,12700,57000000.0,6.4
275131.0,9.0,25000000,82150642,1998.0,1.85,124.0,1006,25000000.0,7.5
6169030.0,1931.0,35000000,22913677,2004.0,1.85,96.0,17292,35000000.0,6.3
29807393.0,3284.0,120000000,286192091,2013.0,2.35,109.0,17689,115000000.0,6.6
34440317.0,3730.0,85000000,340384141,2007.0,2.35,107.0,662,85000000.0,7.1
20523595.0,2593.0,100000000,212026975,1999.0,2.35,121.0,3903,83000000.0,5.7
13152683.0,2730.0,15000000,57586606,2012.0,1.85,109.0,27788,7000000.0,7.7
27017351.0,3407.0,110000000,89737191,2013.0,2.35,114.0,12908,110000000.0,6.7
15059000.0,2800.0,20000000,34614964,2014.0,2.35,104.0,18760,20000000.0,6.3
13810266.0,1509.0,85000000,96971293,2001.0,2.35,131.0,5103,68000000.0,7.6
20038573.0,2393.0,85000000,250649836,1998.0,2.35,140.0,11951,90000000.0,7.3
17213137.0,2623.0,38000000,50970660,2002.0,2.35,115.0,3770,38000000.0,5.6
43651.0,3.0,16000000,1467278,2009.0,2.35,161.0,943,13000000.0,7.3
20145595.0,2815.0,66000000,211700000,1999.0,2.35,113.0,1302,66000000.0,6.2
6160886.0,2445.0,20000000,14566246,2004.0,1.85,99.0,1189,40000000.0,4.8
18612544.0,2801.0,20000000,86858578,2007.0,1.85,93.0,4293,20000000.0,2.3
33531068.0,3882.0,100000000,262794441,2013.0,2.35,102.0,14552,100000000.0,6.7
541512.0,301.0,20000000,5345869,2002.0,2.35,107.0,25088,20000000.0,7.5
23239907.0,3020.0,100000000,249488115,2006.0,2.35,104.0,4487,100000000.0,5.1
24566446.0,2410.0,100000000,234400000,1996.0,2.35,115.0,3454,100000000.0,6.1
28138465.0,2848.0,50000000,257805243,2000.0,1.85,131.0,10003,52000000.0,7.3
13078.0,1.0,12500000,9376444,2012.0,1.85,80.0,6829,9600000.0,7.9
8912557.0,2312.0,50000000,25426861,1996.0,2.35,101.0,15935,50000000.0,5.7
15891055.0,3288.0,40000000,74156610,2013.0,2.35,89.0,3361,40000000.0,5.9
9800000.0,2883.0,70000000,103735965,2013.0,2.35,115.0,15708,50000000.0,6.7
106869.0,105.0,17000000,766112,2014.0,,120.0,14492,17000000.0,6.6
8175198.0,1353.0,20000000,73135439,2004.0,1.85,108.0,19364,20000000.0,8.3
6711384.0,2512.0,25000000,20718223,2004.0,1.85,93.0,14180,25000000.0,6.6
31192615.0,3604.0,175000000,174131329,2007.0,2.35,96.0,108016,175000000.0,5.4
9511915.0,2311.0,60000000,26673242,1997.0,2.35,130.0,2525,60000000.0,6.7
8526904.0,1767.0,26000000,65705772,1998.0,2.35,121.0,2747,26000000.0,7.0
13242895.0,3006.0,65000000,221662676,2015.0,2.35,121.0,2131,55000000.0,7.1
3852068.0,2133.0,20000000,9208876,2009.0,2.35,99.0,23409,21000000.0,7.2
131678.0,3.0,20000000,34600000,1996.0,1.85,101.0,1614,20000000.0,6.8
25775847.0,3025.0,17000000,97778356,2013.0,2.35,96.0,673,17000000.0,6.5
8381055.0,704.0,55000000,151947179,1996.0,2.35,135.0,164,55000000.0,6.3
5349500.0,1255.0,13000000,37065887,2015.0,2.35,108.0,430,15000000.0,7.7
12100000.0,,55000000,122079192,1996.0,2.35,133.0,2916,55000000.0,6.4
18485586.0,2830.0,33000000,79958599,2001.0,2.35,101.0,5942,33000000.0,5.5
24115934.0,3503.0,140000000,268314513,2014.0,2.35,150.0,26490,140000000.0,6.1
24115934.0,3503.0,140000000,268314513,2014.0,2.35,150.0,26489,140000000.0,6.1
18054001.0,2803.0,78000000,43957541,2004.0,2.0,125.0,1970,50000000.0,5.1
6012594.0,2545.0,31000000,15826984,2010.0,1.85,106.0,17560,31000000.0,6.5
6906546.0,2298.0,38000000,17378193,1996.0,2.35,118.0,24547,38000000.0,6.1
2233525.0,1800.0,40000000,12624471,2002.0,2.35,93.0,4123,40000000.0,4.5
110775.0,6.0,40000000,55247881,2011.0,2.35,129.0,15595,40000000.0,6.9
6968044.0,1528.0,20000000,26792700,1996.0,1.85,101.0,3174,20000000.0,6.1
5959447.0,1751.0,15000000,18260865,1999.0,2.35,109.0,1069,15000000.0,4.9
32300.0,78.0,55000000,1807990,2002.0,2.35,96.0,15803,55000000.0,5.3
21706163.0,2411.0,65000000,104267443,1999.0,1.66,159.0,11424,65000000.0,7.3
24411322.0,3057.0,50000000,128402901,2006.0,2.35,95.0,37967,50000000.0,5.6
651802.0,46.0,50000000,26097497,2010.0,2.35,108.0,10191,22000000.0,6.8
,,13000000,2104439,1996.0,1.85,91.0,1679,13000000.0,5.9
10011682.0,3096.0,18000000,80227619,2009.0,2.35,123.0,5734,18000000.0,5.0
2911485.0,1313.0,80000000,60507228,1999.0,1.78,74.0,814,80000000.0,7.3
58051684.0,3959.0,120000000,288215319,2007.0,2.35,92.0,15302,130000000.0,5.6
6965267.0,2033.0,40000000,47085064,2009.0,1.85,87.0,24770,40000000.0,7.8
211279.0,6.0,13500000,29027914,2002.0,1.85,107.0,2447,13500000.0,7.4
86198765.0,3644.0,125000000,629969804,2011.0,2.35,132.0,55345,125000000.0,7.3
8523153.0,2454.0,24000000,35792945,2010.0,2.35,98.0,14699,24000000.0,6.5
10021510.0,2674.0,45000000,48563556,2004.0,2.35,93.0,4604,26000000.0,4.3
12680.0,,12000000,196857,2005.0,2.35,134.0,11,2500000000.0,7.1
4335095.0,1126.0,18500000,13711903,1998.0,2.35,118.0,43105,18500000.0,7.7
7087457.0,2550.0,40000000,13208023,2002.0,2.35,101.0,4262,42000000.0,3.3
43131.0,5.0,15000000,1970268,1999.0,2.35,116.0,5426,,7.0
2776248.0,1066.0,35000000,16830252,2002.0,1.85,114.0,1005,35000000.0,6.3
12400125.0,3267.0,40000000,50071069,2005.0,2.35,104.0,1827,30000000.0,6.2
94395000.0,3646.0,40000000,570978470,2015.0,2.35,129.0,4585,40000000.0,4.1
11035485.0,1963.0,65000000,100853753,1999.0,2.35,151.0,13209,63000000.0,8.8
16017141.0,2834.0,26000000,90396664,2003.0,1.85,90.0,3172,26000000.0,6.2
19173094.0,2880.0,25000000,112798051,2006.0,2.35,86.0,2420,25000000.0,5.8
18031396.0,3155.0,40000000,155011165,2011.0,2.35,92.0,3074,40000000.0,5.9
10015822.0,2587.0,23000000,112036870,2000.0,1.85,98.0,3345,23000000.0,6.7
11408853.0,2649.0,137000000,85131830,2001.0,1.85,106.0,15015,137000000.0,6.4
608804.0,439.0,13000000,2898225,2006.0,1.85,125.0,37606,13000000.0,7.1
701207.0,200.0,43000000,80013623,2000.0,2.35,136.0,1801,43000000.0,7.3
16687773.0,2904.0,94000000,936429370,2003.0,1.85,100.0,5641,94000000.0,8.2
220524.0,8.0,25000000,115036108,2004.0,2.35,101.0,58823,25000000.0,7.8
,,19000000,8123860,2013.0,2.35,118.0,635,,6.2
13635463.0,2840.0,50000000,82751189,2006.0,2.35,105.0,101383,50000000.0,5.8
10245190.0,1876.0,53000000,63657941,2006.0,2.35,135.0,24468,90000000.0,7.1
2251075.0,1098.0,20000000,4504111,2008.0,2.35,119.0,64,20000000.0,7.0
5405000.0,2104.0,30000000,19892205,1996.0,1.85,105.0,6152,25000000.0,5.3
7703551.0,2877.0,15000000,21896367,2006.0,2.35,95.0,3845,15000000.0,6.2
5019430.0,2604.0,75000000,34009180,2004.0,2.35,113.0,4397,45000000.0,6.1
24629938.0,3424.0,55000000,214392904,2005.0,2.35,98.0,2287,55000000.0,6.2
24900566.0,1884.0,31000000,160558438,2012.0,2.35,138.0,20952,31000000.0,7.3
224233.0,45.0,14000000,1755212,2010.0,1.85,90.0,4377,14000000.0,7.7
213370.0,,25530000,30593313,1996.0,2.35,95.0,616,25530000.0,5.2
35892031.0,2641.0,80000000,177993801,1997.0,1.85,90.0,50005,80000000.0,5.2
18814323.0,3707.0,149000000,179357126,2006.0,1.85,85.0,35161,149000000.0,6.7
6004219.0,2033.0,60000000,14816379,2006.0,2.35,140.0,12634,60000000.0,6.6
