movie_title,opening_gross,screens
Grosse Pointe Blank ,6870397.0,1227.0
Grown Ups 2 ,41508572.0,3491.0
Grown Ups ,40506562.0,3534.0
Grudge Match ,7310000.0,2838.0
Guardians of the Galaxy ,94320883.0,4080.0
Guess Who ,20671446.0,3147.0
Gulliver's Travels ,6307691.0,2546.0
"Hail, Caesar! ",11355225.0,2232.0
Hairspray ,27476745.0,3121.0
Half Past Dead ,7820536.0,2113.0
Hall Pass ,13535374.0,2950.0
Halloween: Resurrection ,12292121.0,1954.0
Hancock ,62603879.0,3965.0
Hanging Up ,13567978.0,
Hannah Montana: The Movie ,32324487.0,3118.0
Hannibal Rising ,13051650.0,3003.0
Hansel & Gretel: Witch Hunters ,19690956.0,3372.0
Happily N'Ever After ,6608244.0,
Happy Feet 2 ,21237068.0,3606.0
Hard Rain ,8009024.0,2107.0
Hardball ,9386342.0,2137.0
Harold & Kumar Escape from Guantanamo Bay ,14908404.0,2510.0
Harriet the Spy ,9580000.0,1826.0
Harry Potter and the Chamber of Secrets ,88357488.0,3682.0
Harry Potter and the Deathly Hallows: Part II ,,
Harry Potter and the Deathly Hallows: Part I ,,
Harry Potter and the Goblet of Fire ,102335066.0,3858.0
Harry Potter and the Half-Blood Prince ,77835727.0,4325.0
Harry Potter and the Order of the Phoenix ,77108414.0,4.0
Harry Potter and the Prisoner of Azkaban ,93687367.0,3855.0
Harry Potter and the Sorcerer's Stone ,90294621.0,3672.0
Hart's War ,8907413.0,2459.0
Haywire ,8425370.0,2439.0
He Got Game ,7610663.0,1319.0
He's Just Not That Into You ,27785487.0,3175.0
Head of State ,13503484.0,2151.0
Head Over Heels ,4804595.0,2338.0
Heartbreakers ,11801323.0,2750.0
Hearts in Atlantis ,9021494.0,1751.0
Heaven Is for Real ,22522221.0,2417.0
Hellboy II: The Golden Army ,34539115.0,3204.0
Herbie Fully Loaded ,12709221.0,3521.0
Here Comes the Boom ,11816596.0,3014.0
Here on Earth ,4510705.0,1714.0
Hereafter ,220322.0,6.0
Her ,260382.0,6.0
Hidalgo ,18829435.0,3063.0
Hide and Seek ,21959233.0,3005.0
High Crimes ,14005550.0,2717.0
High Fidelity ,6429107.0,1183.0
High School Musical 3: Senior Year ,42030184.0,3623.0
Highlander: Endgame ,6223330.0,1543.0
Hitch ,43142214.0,3575.0
Hitman ,13180769.0,2458.0
Holes ,16300155.0,2331.0
Hollow Man ,26414386.0,2956.0
Hollywood Ending ,2017981.0,765.0
Hollywood Homicide ,11112632.0,2840.0
Holy Man ,5106919.0,2013.0
Home on the Range ,13880771.0,3047.0
Homefront ,6915241.0,2570.0
Honey ,12856040.0,1942.0
Hoodwinked Too! Hood vs. Evil ,4108630.0,2505.0
Hoodwinked! ,16879402.0,2394.0
Hoot ,3368197.0,3018.0
Hope Floats ,14210464.0,2367.0
Hope Springs ,14650121.0,2361.0
Hop ,37543710.0,3579.0
Horrible Bosses 2 ,15457418.0,3375.0
Horrible Bosses ,28302165.0,3040.0
Hostage ,10214734.0,2123.0
Hot Fuzz ,5848464.0,825.0
Hot Pursuit ,13942258.0,3003.0
Hot Rod ,5310711.0,2607.0
Hot Tub Time Machine 2 ,5963324.0,2880.0
Hot Tub Time Machine ,14020502.0,2754.0
Hotel for Dogs ,17012212.0,3271.0
Hotel Rwanda ,100091.0,7.0
Hotel Transylvania 2 ,48464322.0,3754.0
Hotel Transylvania ,42522194.0,3349.0
House of Flying Daggers ,397472.0,15.0
House of Sand and Fog ,45572.0,2.0
House on Haunted Hill ,15946032.0,2710.0
Housefull ,642156.0,82.0
How Do You Know ,7484696.0,2483.0
How High ,9779850.0,1266.0
How She Move ,3957471.0,1531.0
How Stella Got Her Groove Back ,11318919.0,1395.0
How the Grinch Stole Christmas ,55082330.0,3127.0
How to Be a Player ,5736692.0,
How to Be Single ,18750000.0,3343.0
How to Deal ,5809960.0,2319.0
How to Lose a Guy in 10 Days ,23774850.0,2923.0
How to Lose Friends & Alienate People ,1430294.0,1750.0
How to Train Your Dragon 2 ,49451322.0,4253.0
How to Train Your Dragon ,43732319.0,4055.0
Hugo ,11364505.0,1277.0
Hulk ,62128420.0,3660.0
I Am Legend ,77211321.0,3606.0
I Am Number Four ,22755854.0,3.0
I Am Sam ,25993.0,1.0
I Can Do Bad All by Myself ,23446785.0,2255.0
I Don't Know How She Does It ,4402201.0,2476.0
I Dreamed of Africa ,2411445.0,2112.0
I Heart Huckabees ,292177.0,4.0
I Know What You Did Last Summer ,15818645.0,2524.0
I Love You Phillip Morris ,112520.0,6.0
"I Love You, Beth Cooper ",4919433.0,1858.0
"I Love You, Man ",17810270.0,2711.0
I Still Know What You Did Last Summer ,16520038.0,2443.0
I Think I Love My Wife ,5674802.0,1776.0
I'm Not There. ,730819.0,130.0
"I, Robot ",52179887.0,3420.0
Ice Age: Continental Drift ,46629259.0,3881.0
Ice Age: Dawn of the Dinosaurs ,41690382.0,4099.0
Ice Age: The Meltdown ,68033544.0,
Ice Age ,46312454.0,3316.0
Ice Princess ,6807471.0,2501.0
Identity Thief ,34551025.0,3141.0
Identity ,16225263.0,2733.0
Idle Hands ,1807181.0,1611.0
Idlewild ,5745780.0,973.0
If I Stay ,15679190.0,2907.0
Imagine That ,5503519.0,3008.0
Immortals ,32206425.0,3112.0
Impostor ,3022523.0,1870.0
In & Out ,15019821.0,1992.0
In Bruges ,457227.0,28.0
In Dreams ,4593872.0,1670.0
In Good Company ,151750.0,3.0
In the Cut ,97625.0,6.0
In the Land of Blood and Honey ,9479.0,2.0
In the Land of Women ,4712341.0,2155.0
In the Name of the King: A Dungeon Siege Tale ,2984524.0,1632.0
In the Valley of Elah ,133557.0,9.0
In Time ,12050368.0,3122.0
Independence Day: Resurgence ,41039944.0,4068.0
Independence Day ,50228264.0,2.0
Indiana Jones and the Kingdom of the Crystal Skull ,126917373.0,4260.0
Infamous ,452966.0,179.0
Inherent Vice ,2773260.0,645.0
Inkheart ,7601379.0,2655.0
Inside Llewyn Davis ,405411.0,4.0
Inside Man ,28954945.0,2818.0
Inside Out ,90440272.0,3946.0
Insomnia ,20930169.0,2610.0
Inspector Gadget ,21889138.0,2814.0
Instinct ,10390387.0,2059.0
Interstellar ,47510360.0,3561.0
Into the Blue ,7057854.0,2789.0
Into the Storm ,18015000.0,3434.0
Into the Wild ,212440.0,4.0
Into the Woods ,31051923.0,2440.0
Intolerable Cruelty ,12525075.0,2564.0
Invictus ,8611147.0,2125.0
Ip Man 3 ,784839.0,103.0
Iron Man 2 ,128122480.0,4380.0
Iron Man 3 ,174144585.0,4253.0
Iron Man ,98618668.0,4105.0
Isn't She Great ,1368705.0,750.0
It's Complicated ,22100822.0,2887.0
J. Edgar ,11217324.0,1910.0
Jack and Jill ,25003575.0,3438.0
Jack Ryan: Shadow Recruit ,17200000.0,3387.0
Jack the Giant Slayer ,27202226.0,3525.0
Jackass 3D ,50353641.0,3081.0
Jackass Number Two ,29002002.0,3059.0
Jakob the Liar ,2056647.0,1200.0
Jane Got a Gun ,803000.0,1210.0
Jarhead ,27726210.0,2411.0
Jason Bourne ,60000000.0,4026.0
Jason X ,6649006.0,1878.0
Jay and Silent Bob Strike Back ,11018543.0,2765.0
Jeepers Creepers II ,18365222.0,3124.0
Jennifer's Body ,6868397.0,2702.0
Jerry Maguire ,17084296.0,2531.0
Jersey Boys ,13319371.0,2905.0
Jersey Girl ,8319171.0,1520.0
Jimmy Neutron: Boy Genius ,18554948.0,3139.0
Jindabyne ,28298.0,6.0
Jingle All the Way ,12112267.0,2401.0
Joe Dirt ,8016008.0,2638.0
Joe Somebody ,5377635.0,2506.0
John Carter ,30180188.0,3749.0
John Q ,23612171.0,2466.0
Johnny English Reborn ,3833300.0,1552.0
Johnny English ,9134085.0,2236.0
Johnson Family Vacation ,9375307.0,1317.0
Jonah Hex ,5379365.0,2825.0
Jonah: A VeggieTales Movie ,6201345.0,940.0
Josie and the Pussycats ,4562455.0,2556.0
Journey 2: The Mysterious Island ,27335363.0,3470.0
Journey to the Center of the Earth ,21018141.0,2811.0
Joy Ride ,7347259.0,2497.0
Joyeux Noel ,42732.0,6.0
Joyful Noise ,11225190.0,2735.0
Joy ,17500000.0,2896.0
Julie & Julia ,20027956.0,2354.0
Jumper ,32092991.0,3428.0
Jupiter Ascending ,18372372.0,3181.0
Jurassic Park III ,50771645.0,3434.0
Jurassic World ,208806270.0,4274.0
Just Go with It ,30514732.0,3548.0
Just Like Heaven ,16408718.0,3508.0
Just Married ,17548993.0,2766.0
Just My Luck ,5692285.0,2541.0
Just Visiting ,2272489.0,1590.0
Just Wright ,8284989.0,1831.0
Justin Bieber: Never Say Never ,29514054.0,3105.0
Juwanna Mann ,5474270.0,1325.0
K-19: The Widowmaker ,12778459.0,2828.0
K-PAX ,17215275.0,2541.0
Kabhi Alvida Naa Kehna ,1351786.0,
Kangaroo Jack ,21895483.0,2818.0
Kansas City ,432183.0,215.0
Kate & Leopold ,2562448.0,2449.0
Katy Perry: Part of Me ,7138266.0,2730.0
Keanu ,9453224.0,2658.0
Keeping the Faith ,8078671.0,2152.0
Kick-Ass 2 ,13332955.0,2940.0
Kick-Ass ,19828687.0,3065.0
Kicking & Screaming ,20159925.0,3455.0
Kill Bill: Vol. 1 ,22089322.0,3102.0
Kill Bill: Vol. 2 ,25104949.0,2971.0
Killer Elite ,9300000.0,2986.0
Killers ,15837266.0,2859.0
Killing Them Softly ,6812900.0,2424.0
King's Ransom ,2137685.0,1508.0
Kingpin ,5582000.0,1956.0
Kinsey ,169038.0,5.0
Kiss Kiss Bang Bang ,180660.0,8.0
Kiss of the Dragon ,13304027.0,2025.0
Kiss the Girls ,13215167.0,2271.0
Knight and Day ,20139985.0,3098.0
Knock Off ,5516000.0,1800.0
Knockaround Guys ,5016852.0,1806.0
Knocked Up ,30690990.0,2871.0
Knowing ,24604751.0,3332.0
Krampus ,16293325.0,2902.0
Kundun ,1620041.0,429.0
Kung Fu Hustle ,269225.0,7.0
Kung Fu Panda 2 ,47835000.0,3925.0
Kung Fu Panda 3 ,41282042.0,3955.0
Kung Fu Panda ,60239130.0,4114.0
L.A. Confidential ,5211198.0,769.0
Labor Day ,5175282.0,2584.0
Ladder 49 ,22088204.0,3260.0
Lady in the Water ,18044396.0,3235.0
Lake Placid ,10974145.0,2096.0
Lakeview Terrace ,15004672.0,2464.0
Land of the Dead ,10221705.0,2249.0
Land of the Lost ,18837350.0,3521.0
Lara Croft Tomb Raider: The Cradle of Life ,21783641.0,3222.0
Lara Croft: Tomb Raider ,47735743.0,3308.0
Larry Crowne ,13006875.0,2973.0
Larry the Cable Guy: Health Inspector ,6922767.0,1710.0
Lars and the Real Girl ,90418.0,7.0
Last Holiday ,15508779.0,2514.0
Last Orders ,99528.0,7.0
Last Vegas ,16334566.0,3065.0
Law Abiding Citizen ,21039502.0,2890.0
Laws of Attraction ,6728905.0,2449.0
Leap Year ,2727.0,1.0
Leatherheads ,12682595.0,2769.0
Lee Daniels' The Butler ,24637312.0,2933.0
"Legally Blonde 2: Red, White & Blonde ",22220670.0,3350.0
Legally Blonde ,20377426.0,2620.0
Legend of the Guardians: The Owls of Ga'Hoole ,16112211.0,3575.0
Legends of Oz: Dorothy's Return ,3715931.0,2575.0
Legend ,86836.0,4.0
Legion ,17501625.0,2476.0
Les couloirs du temps: Les visiteurs II ,68316.0,24.0
Let Me In ,5147479.0,2021.0
Let's Be Cops ,17813722.0,3094.0
Letters from Iwo Jima ,122548.0,5.0
Letters to Juliet ,13540486.0,2968.0
Liar Liar ,31423025.0,2845.0
License to Wed ,10422258.0,2604.0
Life as a House ,294056.0,29.0
Life of Pi ,22451514.0,2927.0
Life or Something Like It ,6219234.0,2604.0
Light It Up ,2408613.0,1219.0
Like Mike ,12179420.0,2410.0
Lilo & Stitch ,35260212.0,3191.0
Lincoln ,21049406.0,1775.0
Lions for Lambs ,6702434.0,
Little Black Book ,7075217.0,2445.0
Little Boy ,2750356.0,1045.0
Little Children ,97953.0,5.0
Little Fockers ,30833665.0,3536.0
Little Nicholas ,,
Little Nicky ,16063904.0,2910.0
Littleman ,21613176.0,2533.0
Live Free or Die Hard ,33369559.0,3408.0
Living Out Loud ,4319745.0,1086.0
Lockout ,6231836.0,2308.0
London Has Fallen ,21635601.0,3490.0
Lone Survivor ,84857.0,2.0
Looney Tunes: Back in Action ,9317371.0,2903.0
Looper ,20801552.0,2992.0
Lord of War ,9390144.0,2814.0
Lords of Dogtown ,5623373.0,1865.0
Loser ,6008611.0,2016.0
Lost in Space ,20154919.0,3306.0
Lost Souls ,7954766.0,1970.0
Lottery Ticket ,10652297.0,1973.0
Love & Basketball ,8139180.0,1237.0
Love & Other Drugs ,9739161.0,2455.0
Love Actually ,6886080.0,576.0
Love Happens ,8057010.0,1898.0
Love in the Time of Cholera ,1924860.0,852.0
Love Ranch ,60353.0,11.0
Love the Coopers ,8317545.0,2603.0
Lucky Number Slevin ,7031921.0,1984.0
Lucky Numbers ,4536625.0,2497.0
Lucy ,43899340.0,3173.0
Machete Kills ,3837183.0,2538.0
Machete ,14102888.0,2670.0
Machine Gun Preacher ,45130.0,4.0
Mad City ,4649742.0,2194.0
Mad Max: Fury Road ,45428128.0,3702.0
Mad Money ,9273645.0,2470.0
Madagascar 3: Europe's Most Wanted ,60316738.0,4258.0
Madagascar: Escape 2 Africa ,63106589.0,4056.0
Madagascar ,61012130.0,4131.0
Made of Honor ,14756850.0,2729.0
Madea Goes to Jail ,41030947.0,2032.0
Madea's Witness Protection ,25390575.0,2161.0
Madison ,268370.0,93.0
Magic Mike XXL ,11600000.0,3355.0
Magnolia ,193604.0,7.0
Maid in Manhattan ,18711407.0,2838.0
Maleficent ,,
Malibu's Most Wanted ,12618159.0,2503.0
Mama ,28123052.0,2647.0
Mamma Mia! ,27751240.0,2976.0
Man of Steel ,116619362.0,4207.0
Man of the Year ,12299380.0,2515.0
Man on a Ledge ,8001932.0,2998.0
Man on Fire ,22751490.0,2979.0
Mandela: Long Walk to Freedom ,84283.0,4.0
Manderlay ,15117.0,2.0
Mao's Last Dancer ,199657.0,33.0
Marci X ,872950.0,1200.0
Margaret ,7525.0,2.0
Marie Antoinette ,5361050.0,859.0
Marley & Me ,36367586.0,3480.0
Marmaduke ,11599661.0,3213.0
Married Life ,55851.0,9.0
Mars Attacks! ,9384272.0,1955.0
Mars Needs Moms ,6914488.0,3117.0
Martian Child ,3376669.0,2020.0
Marvin's Room ,57739.0,6.0
Mary Reilly ,2812620.0,1470.0
Master and Commander: The Far Side of the World ,25105990.0,3101.0
Match Point ,529434.0,
Max Keeble's Big Move ,5377958.0,2014.0
Max Payne ,17639849.0,3376.0
Maximum Risk ,5611707.0,2358.0
Max ,12155254.0,2855.0
"McFarland, USA ",11020798.0,2755.0
Me and Orson Welles ,63638.0,4.0
Me Before You ,18723269.0,2704.0
"Me, Myself & Irene ",24209385.0,3019.0
Mean Girls ,24432195.0,2839.0
Meet Dave ,5251918.0,3011.0
Meet Joe Black ,15017995.0,2503.0
Meet the Deedles ,2006751.0,1763.0
Meet the Fockers ,46120980.0,3518.0
Meet the Spartans ,18505530.0,2605.0
Megamind ,46016833.0,3944.0
Megiddo: The Omega Code 2 ,1573454.0,314.0
Memoirs of a Geisha ,682504.0,
Men in Black ,51068455.0,3020.0
Men of Honor ,13339465.0,2092.0
Mercury Rising ,10104715.0,2386.0
Message in a Bottle ,18852976.0,2538.0
Metallica Through the Never ,1672000.0,305.0
Michael Clayton ,719910.0,15.0
Michael Collins ,187052.0,6.0
Mickey Blue Eyes ,10178289.0,2573.0
Micmacs ,51914.0,4.0
Midnight in Paris ,599003.0,6.0
Midnight in the Garden of Good and Evil ,5233658.0,824.0
Midnight Special ,190012.0,5.0
Mighty Joe Young ,10602042.0,2502.0
Milk ,1481155.0,882.0
Million Dollar Arm ,10511000.0,3019.0
Million Dollar Baby ,179953.0,8.0
Mindhunters ,1911358.0,1040.0
Minions ,115200000.0,4301.0
Minority Report ,35677125.0,3001.0
Miracle at St. Anna ,3477996.0,1185.0
Miracles from Heaven ,14812393.0,3047.0
Miracle ,19377577.0,2605.0
Mirror Mirror ,18132085.0,3603.0
Mirrors ,11161074.0,2664.0
Miss Congeniality 2: Armed and Fabulous ,14043215.0,3233.0
Miss Congeniality ,13853686.0,2668.0
Miss Potter ,13205.0,2.0
Mission to Mars ,22855247.0,3054.0
Mission: Impossible - Ghost Protocol ,29556629.0,3448.0
Mission: Impossible - Rogue Nation ,55520089.0,3956.0
Mission: Impossible III ,47743273.0,4054.0
Mona Lisa Smile ,11528498.0,2677.0
Money Monster ,14788157.0,3104.0
Money Talks ,10654369.0,2005.0
Moneyball ,19501302.0,2993.0
Monkeybone ,2685078.0,1722.0
Monster House ,22217226.0,3553.0
Monster-in-Law ,23105133.0,3424.0
Monsters University ,82429469.0,4004.0
Monsters vs. Aliens ,59321095.0,4104.0
"Monsters, Inc. ",5040000.0,2618.0
Monte Carlo ,8588318.0,2.0
Moonlight Mile ,329771.0,22.0
Moonrise Kingdom ,522996.0,4.0
Morning Glory ,9203266.0,2518.0
Mortal Kombat: Annihilation ,16771694.0,2140.0
Mortdecai ,4200586.0,2648.0
Moulin Rouge! ,71614.0,51.0
Mr 3000 ,8679028.0,2736.0
Mr. & Mrs. Smith ,50342878.0,3424.0
Mr. Bean's Holiday ,9889780.0,1714.0
Mr. Deeds ,37162787.0,3231.0
Mr. Peabody & Sherman ,32207057.0,3934.0
Mr. Popper's Penguins ,18445355.0,3339.0
Mr. Turner ,109000.0,5.0
Mrs Henderson Presents ,55344.0,
Mrs. Winterbourne ,,
Mulan ,22745143.0,2888.0
Mulholland Drive ,960558.0,247.0
Multiplicity ,5075000.0,2134.0
Mumford ,1851291.0,1452.0
Munich ,6040860.0,532.0
Muppets from Space ,4826049.0,2265.0
Muppets Most Wanted ,17005126.0,3194.0
Murder by Numbers ,9307394.0,2663.0
Music and Lyrics ,15875471.0,2955.0
Must Love Dogs ,12855321.0,2505.0
My Baby's Daddy ,7548819.0,1447.0
My Best Friend's Girl ,8265357.0,2604.0
My Best Friend's Wedding ,21678377.0,2134.0
My Big Fat Greek Wedding 2 ,17861950.0,3133.0
My Bloody Valentine ,21241456.0,2534.0
My Boss's Daughter ,4855798.0,2201.0
My Favorite Martian ,11181043.0,2275.0
My Life in Ruins ,3223161.0,1164.0
My Sister's Keeper ,12442212.0,2606.0
My Soul to Take ,6842220.0,2572.0
My Super Ex-Girlfriend ,8603460.0,2702.0
Mystery Men ,10017865.0,2136.0
"Mystery, Alaska ",3102191.0,1673.0
Mystic River ,640815.0,13.0
Nacho Libre ,28309599.0,3070.0
Nancy Drew ,6832318.0,2612.0
Nanny McPhee Returns ,8407685.0,2784.0
Nanny McPhee ,14503650.0,1995.0
National Treasure ,35142554.0,3017.0
Nebraska ,1552426.0,968.0
Need for Speed ,17844939.0,3115.0
Neighbors 2: Sorority Rising ,21760405.0,3384.0
Neighbors ,49033915.0,3279.0
Nerve ,9445456.0,2538.0
Never Back Down ,8603195.0,2729.0
Never Let Me Go ,111734.0,4.0
New Year's Eve ,13019180.0,3505.0
New York Minute ,5962106.0,3006.0
Night at the Museum: Battle of the Smithsonian ,70052004.0,4096.0
Night at the Museum: Secret of the Tomb ,17100520.0,3785.0
Night at the Museum ,42212651.0,
Nim's Island ,13210579.0,3513.0
Nine Queens ,40724.0,5.0
Nine ,257232.0,4.0
Ninja Assassin ,13316158.0,2503.0
No Country for Old Men ,1226333.0,28.0
No Good Deed ,24250283.0,2175.0
No Reservations ,11704357.0,2425.0
No Strings Attached ,19652921.0,3018.0
Non-Stop ,28875635.0,3090.0
North Country ,6422455.0,2555.0
Not Another Teen Movie ,12615116.0,2365.0
Notes on a Scandal ,5090.0,
Nothing to Lose ,11617767.0,1862.0
Notting Hill ,27689760.0,2747.0
Now You See Me 2 ,22383146.0,3232.0
Now You See Me ,29350389.0,2925.0
Nurse Betty ,7145950.0,1459.0
Nutty Professor II: The Klumps ,42518830.0,3242.0
"O Brother, Where Art Thou? ",195104.0,5.0
Oblivion ,37054485.0,3783.0
Observe and Report ,11017334.0,2727.0
Ocean's Eleven ,38107822.0,3075.0
Ocean's Thirteen ,36133403.0,3565.0
Ocean's Twelve ,39153380.0,3290.0
Oceans ,6000000.0,1206.0
Old Dogs ,16894511.0,3425.0
Old School ,17453216.0,2689.0
Oliver Twist ,68447.0,5.0
Olympus Has Fallen ,30373794.0,3098.0
On the Road ,39550.0,4.0
Once Upon a Time in Mexico ,23424118.0,3282.0
Ondine ,27497.0,5.0
One Day ,5079566.0,1721.0
One Hour Photo ,321515.0,7.0
One Missed Call ,12511473.0,2240.0
One Night with the King ,4106862.0,909.0
One True Thing ,6606455.0,1590.0
Ong-bak 2 ,26564.0,10.0
Open Range ,14047781.0,2075.0
Open Season ,23624548.0,3833.0
Operation Chromite ,31662.0,1.0
Original Sin ,6402741.0,2194.0
Orphan ,12871483.0,2750.0
Oscar and Lucinda ,137163.0,7.0
Osmosis Jones ,5271248.0,2305.0
Our Brand Is Crisis ,3238433.0,2202.0
Our Family Wedding ,7629862.0,1605.0
Out Cold ,4531665.0,2011.0
Out of Sight ,12020435.0,2107.0
Out of the Furnace ,5220288.0,2101.0
Out of Time ,16185316.0,3076.0
Over the Hedge ,38457003.0,4059.0
Oz the Great and Powerful ,79110453.0,3912.0
P.S. I Love You ,9283468.0,2454.0
Pacific Rim ,37285325.0,3275.0
Paddington ,25205000.0,3303.0
Pain & Gain ,20244505.0,3277.0
Pandorum ,4424126.0,2506.0
Panic Room ,30056751.0,3053.0
Paparazzi ,7855111.0,2115.0
Paper Towns ,12650140.0,3031.0
Parental Guidance ,14800000.0,3367.0
"Paris, je t'aime ",39242.0,2.0
Passchendaele ,,
Patch Adams ,25262280.0,2712.0
Paul Blart: Mall Cop 2 ,23762435.0,3633.0
Paul Blart: Mall Cop ,31832636.0,3144.0
Paul ,13043310.0,2802.0
Pay It Forward ,9631359.0,2130.0
Payback ,21221526.0,2720.0
Paycheck ,13462374.0,2762.0
Pearl Harbor ,75177654.0,3214.0
Peeples ,4611534.0,2041.0
Penguins of Madagascar ,25447444.0,3764.0
People I Know ,34211.0,5.0
Percy Jackson & the Olympians: The Lightning Thief ,38661634.0,3356.0
Percy Jackson: Sea of Monsters ,14401054.0,3031.0
Perfume: The Story of a Murderer ,55527.0,3.0
Phenomenon ,16200000.0,1637.0
Philomena ,128435.0,4.0
Phone Booth ,15021088.0,2481.0
Pineapple Express ,23245025.0,3072.0
Piranha 3D ,10106872.0,2470.0
Pirates of the Caribbean: At World's End ,139802190.0,4362.0
Pirates of the Caribbean: Dead Man's Chest ,135634554.0,
Pirates of the Caribbean: On Stranger Tides ,90151958.0,4155.0
Pirates of the Caribbean: The Curse of the Black Pearl ,46630690.0,3269.0
Pitch Black ,14015741.0,1832.0
Pitch Perfect 2 ,70300000.0,3473.0
Pitch Perfect ,5149433.0,335.0
Pixels ,24011616.0,3723.0
Planet 51 ,12286129.0,3.0
Play It to the Bone ,3366.0,1.0
Playing for Keeps ,5750288.0,2837.0
Pompeii ,10340823.0,2658.0
Pooh's Heffalump Movie ,5805559.0,2529.0
Poseidon ,22155410.0,3555.0
Post Grad ,2651996.0,1959.0
Practical Magic ,13104694.0,2652.0
Predators ,24760882.0,2699.0
Premium Rush ,6300000.0,2255.0
Premonition ,17558689.0,2831.0
Pride & Prejudice ,2865017.0,215.0
Pride and Glory ,6262396.0,2585.0
Pride and Prejudice and Zombies ,5324240.0,2931.0
Priest ,14953664.0,2864.0
Primary Colors ,12045395.0,1965.0
Prince of Persia: The Sands of Time ,37813075.0,3646.0
Project Almanac ,8500000.0,2893.0
Project X ,21051363.0,3055.0
Prom Night ,20804941.0,2700.0
Prometheus ,51050101.0,3396.0
Promised Land ,173915.0,25.0
Proof of Life ,10207869.0,2705.0
Public Enemies ,25271675.0,3334.0
Pulse ,8203822.0,
Punch-Drunk Love ,367203.0,5.0
Punisher: War Zone ,4271451.0,2508.0
Pushing Tin ,3555032.0,1283.0
Puss in Boots ,34077439.0,3952.0
Quantum of Solace ,67528882.0,3451.0
Quarantine ,14211321.0,2461.0
Quartet ,47122.0,2.0
Queen of the Damned ,14757535.0,2511.0
Quills ,249383.0,9.0
R.I.P.D. ,12691415.0,2852.0
Race to Witch Mountain ,24402214.0,3187.0
Rachel Getting Married ,293369.0,9.0
Racing Stripes ,18862432.0,3185.0
Radio ,13303724.0,3074.0
Raise Your Voice ,4022693.0,2521.0
Raising Helen ,14239252.0,2717.0
Ramona and Beezus ,7810481.0,2719.0
Random Hearts ,13012585.0,2697.0
Rango ,38079323.0,3917.0
Ransom ,34216088.0,2676.0
Rat Race ,11662094.0,2550.0
Ratatouille ,47027395.0,3940.0
Ravenous ,1040727.0,1040.0
Ray ,20039730.0,2006.0
Ready to Rumble ,5257778.0,2585.0
Real Steel ,27319677.0,3440.0
RED 2 ,18048422.0,3016.0
Red Cliff ,13104.0,2.0
Red Dragon ,36540945.0,3357.0
Red Eye ,16167662.0,3079.0
Red Lights ,10340.0,2.0
Red Planet ,8721296.0,2703.0
Red Riding Hood ,14005335.0,3030.0
Red Tails ,18782154.0,2512.0
Regression ,33915.0,100.0
Reign of Fire ,15632281.0,2629.0
Reign Over Me ,7460690.0,1671.0
Reindeer Games ,8128356.0,2204.0
Remember Me ,8089139.0,2212.0
Remember the Titans ,20905831.0,1865.0
Rendition ,4060012.0,2250.0
Rent ,10016021.0,
Repo Men ,6126170.0,2521.0
Resident Evil: Afterlife ,26650264.0,3203.0
Resident Evil: Apocalypse ,23036273.0,3284.0
Resident Evil: Extinction ,23678580.0,2828.0
Resident Evil: Retribution ,21052227.0,3012.0
Resident Evil ,17707106.0,2528.0
Resurrecting the Champ ,1667659.0,1605.0
Return to Me ,7820836.0,2007.0
Return to Never Land ,15623464.0,2605.0
Revolutionary Road ,189911.0,3.0
Riddick ,19030375.0,3117.0
Ride Along 2 ,34040000.0,3175.0
Ride Along ,41237000.0,2663.0
Ride with the Devil ,64159.0,8.0
Riding in Cars with Boys ,10404652.0,2770.0
Righteous Kill ,16288361.0,3152.0
Rio 2 ,39327869.0,3948.0
Rio ,39225962.0,3827.0
Rise of the Guardians ,23773465.0,3653.0
Rise of the Planet of the Apes ,54806191.0,3648.0
Risen ,11801271.0,2915.0
Road to Perdition ,22079481.0,1797.0
Road Trip ,15484004.0,2530.0
Robin Hood ,36063385.0,3503.0
Robots ,36045301.0,3776.0
Rock of Ages ,14437269.0,3470.0
Rock Star ,6018636.0,2525.0
RocknRolla ,144701.0,7.0
Rocky Balboa ,17003904.0,
Role Models ,19167085.0,2792.0
Rollerball ,9013548.0,2762.0
Romance & Cigarettes ,11630.0,2.0
Romeo Must Die ,18014503.0,2641.0
Ronin ,12697641.0,2487.0
Room ,1335563.0,862.0
Rounders ,8459126.0,2176.0
Rugrats Go Wild ,11556869.0,3041.0
Rugrats in Paris: The Movie ,22718184.0,2934.0
Run All Night ,11012305.0,3171.0
Runaway Bride ,35055556.0,3158.0
Runner Runner ,7706712.0,3026.0
Running Scared ,3381974.0,1611.0
Running with Scissors ,226108.0,8.0
Rush Hour 2 ,67408222.0,3118.0
Rush ,187289.0,5.0
S.W.A.T. ,37062535.0,3202.0
Sabotage ,5272444.0,2486.0
Safe Haven ,21401594.0,3223.0
Safe House ,40172720.0,3119.0
Safe ,7892539.0,2266.0
Sahara ,18068372.0,3154.0
Salt ,36011243.0,3612.0
San Andreas ,54588173.0,3777.0
Sanctum ,9447930.0,2787.0
Savages ,16016910.0,2628.0
Save the Last Dance ,27526443.0,2230.0
Saving Mr. Banks ,9344381.0,2110.0
Saving Private Ryan ,30576104.0,2463.0
Saving Silverman ,7411852.0,2467.0
Saw VI ,14118444.0,3036.0
