title_year,aspect_ratio,duration,cast_total_facebook_likes,budget,imdb_score,gross,movie_title
1997.0,2.35,125.0,15569,50000000.0,5.8,48154732.0,G.I. Jane 
1997.0,2.35,129.0,1397,50000000.0,7.8,48265581.0,The Game 
2006.0,2.35,132.0,1933,50000000.0,6.6,46982632.0,Silent Hill 
2000.0,1.85,118.0,24024,50000000.0,6.5,44737059.0,The Replacements 
2012.0,1.85,113.0,8398,50000000.0,6.7,56724080.0,American Reunion 
1998.0,2.35,140.0,20152,50000000.0,7.3,44484065.0,The Negotiator 
2014.0,1.85,89.0,1367,50000000.0,5.8,47553512.0,Into the Storm 
1994.0,1.85,104.0,1093,55000000.0,5.5,42610000.0,Beverly Hills Cop III 
1990.0,1.85,106.0,19610,50000000.0,6.3,41482207.0,Gremlins 2: The New Batch 
2014.0,2.35,141.0,30183,50000000.0,7.4,47105085.0,The Judge 
1997.0,2.35,124.0,1289,50000000.0,5.9,41256277.0,The Peacemaker 
2004.0,2.35,98.0,16791,45000000.0,6.2,50740078.0,Resident Evil: Apocalypse 
2004.0,2.35,108.0,15634,40000000.0,5.9,40203020.0,Bridget Jones: The Edge of Reason 
2003.0,2.35,114.0,19739,50000000.0,6.5,40905277.0,Out of Time 
1994.0,2.35,101.0,1860,50000000.0,4.4,38590500.0,On Deadly Ground 
2005.0,1.85,93.0,14899,50000000.0,3.5,39177541.0,The Adventures of Sharkboy and Lavagirl 3-D 
2000.0,2.35,119.0,29461,50000000.0,6.6,39778599.0,The Beach 
2004.0,1.85,119.0,2052,50000000.0,6.0,37486138.0,Raising Helen 
2009.0,2.35,99.0,701,40000000.0,6.4,38105077.0,Ninja Assassin 
1999.0,2.35,137.0,25469,50000000.0,6.5,35168395.0,For Love of the Game 
,1.33,105.0,344,,7.8,,A Touch of Frost             
1996.0,1.85,117.0,3016,40000000.0,4.3,32800000.0,Striptease 
2010.0,2.35,87.0,20061,50000000.0,4.2,33643461.0,Marmaduke 
2010.0,2.35,129.0,14344,50000000.0,6.5,32741596.0,Hereafter 
2002.0,1.85,115.0,34606,50000000.0,6.1,31874869.0,Murder by Numbers 
1995.0,1.85,132.0,58528,50000000.0,6.3,30306268.0,Assassins 
2007.0,2.35,131.0,1344,50000000.0,6.2,27667947.0,Hannibal Rising 
1999.0,1.85,95.0,14706,50000000.0,5.9,27067160.0,The Story of Us 
2013.0,2.35,125.0,1300,40000000.0,5.9,26616999.0,The Host 
2003.0,2.35,98.0,3357,50000000.0,6.5,26536120.0,Basic 
2002.0,2.35,110.0,18635,50000000.0,6.4,26199517.0,Blood Work 
2009.0,2.35,118.0,7654,50000000.0,6.5,25450527.0,The International 
1996.0,2.35,101.0,15935,50000000.0,5.7,25407250.0,Escape from L.A. 
,16.0,60.0,2758,,7.5,,Twisted             
1999.0,2.35,90.0,16358,70000000.0,8.0,23159305.0,The Iron Giant 
2004.0,2.35,119.0,15757,50000000.0,7.3,24006726.0,The Life Aquatic with Steve Zissou 
2016.0,1.85,139.0,12786,50000000.0,6.7,20389967.0,Free State of Jones 
2003.0,2.35,130.0,32637,50000000.0,7.5,19593740.0,The Life of David Gale 
2005.0,2.35,100.0,6171,40000000.0,5.4,19118247.0,Man of the House 
2015.0,2.35,114.0,16992,50000000.0,6.6,26442251.0,Run All Night 
2007.0,1.85,96.0,17211,25000000.0,7.7,17114882.0,Eastern Promises 
2005.0,2.35,110.0,25049,50000000.0,5.8,18472363.0,Into the Blue 
1999.0,2.35,158.0,144,390000000.0,6.4,14131298.0,The Messenger: The Story of Joan of Arc 
2011.0,2.35,102.0,45202,49900000.0,5.6,21557240.0,Your Highness 
2011.0,2.35,84.0,8018,55000000.0,6.0,21283440.0,Dream House 
1997.0,2.35,115.0,2606,50000000.0,6.2,10556196.0,Mad City 
1994.0,1.85,99.0,2949,50000000.0,5.9,16671505.0,Baby's Day Out 
1995.0,2.35,135.0,15820,50000000.0,5.1,10400000.0,The Scarlet Letter 
2010.0,2.35,108.0,10191,22000000.0,6.8,9528092.0,Fair Game 
,1.78,43.0,5381,,7.0,,Defiance             
2005.0,2.35,127.0,5702,50000000.0,6.0,10137232.0,Domino 
1995.0,1.85,107.0,5461,50000000.0,5.1,9795017.0,Jade 
2009.0,1.85,95.0,29926,50000000.0,5.8,20488579.0,Gamer 
2013.0,2.35,124.0,3580,60000000.0,6.2,19445217.0,Beautiful Creatures 
2002.0,1.85,109.0,52885,55000000.0,6.4,8355815.0,Death to Smoochy 
2016.0,2.35,102.0,24107,50000000.0,4.8,28837115.0,Zoolander 2 
2004.0,2.35,88.0,11972,50000000.0,4.9,6471394.0,The Big Bounce 
2000.0,1.85,87.0,3954,50000000.0,5.6,6291602.0,What Planet Are You From? 
2011.0,1.85,104.0,16481,50000000.0,5.5,10706786.0,Drive Angry 
2009.0,2.35,96.0,1385,18000000.0,3.7,8742261.0,Street Fighter: The Legend of Chun-Li 
2001.0,2.35,85.0,32831,49000000.0,5.9,43905746.0,The One 
,16.0,64.0,1863,,8.5,,Outlander             
1990.0,2.35,104.0,2795,40000000.0,6.3,21413502.0,The Adventures of Ford Fairlane 
2009.0,2.35,135.0,24316,,7.4,7994115.0,Pirate Radio 
2000.0,1.85,190.0,1418,48000000.0,7.6,124107476.0,Traffic 
1989.0,2.35,127.0,12884,48000000.0,8.3,197171806.0,Indiana Jones and the Last Crusade 
2012.0,2.35,129.0,2035,,6.6,12802907.0,Anna Karenina 
2015.0,2.35,120.0,23051,49000000.0,6.9,31569268.0,Chappie 
1999.0,2.35,118.0,29748,48000000.0,6.7,66488090.0,The Bone Collector 
2002.0,2.35,112.0,18141,48000000.0,6.8,95308367.0,Panic Room 
2006.0,1.78,89.0,2353,1500000.0,4.6,,The Tooth Fairy 
1999.0,2.35,114.0,3743,48000000.0,7.1,60652036.0,Three Kings 
2015.0,2.35,137.0,27666,50000000.0,6.4,1206135.0,Child 44 
2001.0,2.35,112.0,1823,48000000.0,6.4,56607223.0,Rat Race 
2001.0,2.35,120.0,33615,48000000.0,7.4,50173190.0,K-PAX 
2001.0,1.85,123.0,22209,48000000.0,6.4,47095453.0,Kate & Leopold 
2000.0,2.35,93.0,5390,48000000.0,6.0,37879996.0,Bedazzled 
1984.0,1.85,123.0,18793,58000000.0,6.5,25900000.0,The Cotton Club 
2007.0,2.35,122.0,33548,55000000.0,7.8,53574088.0,3:10 to Yuma 
2014.0,2.35,115.0,16967,48000000.0,6.0,89253340.0,Taken 3 
1998.0,1.85,123.0,3768,48000000.0,7.0,37339525.0,Out of Sight 
1996.0,2.35,96.0,3718,47000000.0,6.0,60154431.0,The Cable Guy 
1998.0,,110.0,371,,7.8,528972.0,Earth 
1990.0,1.85,105.0,2096,100000000.0,6.1,103738726.0,Dick Tracy 
1999.0,2.35,113.0,4660,48000000.0,6.8,69304264.0,The Thomas Crown Affair 
2001.0,1.85,132.0,4796,48000000.0,6.4,29781453.0,Riding in Cars with Boys 
1982.0,2.35,93.0,15192,14000000.0,7.7,,First Blood 
1972.0,2.35,115.0,95,1000000.0,8.1,,Solaris 
2006.0,1.85,75.0,6863,47000000.0,4.5,15519841.0,Happily N'Ever After 
1996.0,1.85,108.0,8349,47000000.0,5.8,5600000.0,Mary Reilly 
1997.0,2.35,105.0,12344,46000000.0,6.3,126805112.0,My Best Friend's Wedding 
2001.0,2.35,102.0,9176,48000000.0,5.7,93607673.0,America's Sweethearts 
2002.0,2.35,118.0,15658,46000000.0,7.2,67263182.0,Insomnia 
1996.0,2.35,111.0,6315,45000000.0,7.6,92001027.0,Star Trek: First Contact 
2010.0,2.35,81.0,14619,47000000.0,4.7,10539414.0,Jonah Hex 
1996.0,1.85,116.0,33233,46000000.0,6.6,58918501.0,Courage Under Fire 
1997.0,1.85,86.0,2070,45000000.0,6.8,181395380.0,Liar Liar 
2016.0,2.35,127.0,2104,25000000.0,7.3,14946229.0,The Infiltrator 
1981.0,2.35,140.0,2704,48000000.0,2.7,,Inchon 
1994.0,1.33,91.0,3244,45000000.0,4.8,130512915.0,The Flintstones 
2012.0,2.35,98.0,16410,45000000.0,6.3,139852971.0,Taken 2 
2003.0,1.85,84.0,3629,48000000.0,5.5,110000082.0,Scary Movie 3 
2000.0,1.85,109.0,1574,45000000.0,6.2,106807667.0,Miss Congeniality 
2008.0,1.85,93.0,17925,45000000.0,5.8,101702060.0,Journey to the Center of the Earth 
2004.0,1.85,113.0,15362,40000000.0,5.7,95149435.0,The Princess Diaries 2: Royal Engagement 
1993.0,2.35,141.0,30063,45000000.0,6.5,100768056.0,The Pelican Brief 
1994.0,2.35,119.0,4043,45000000.0,6.7,92115211.0,The Client 
2007.0,1.85,97.0,14868,45000000.0,7.4,93452056.0,The Bucket List 
1992.0,2.35,117.0,12757,45000000.0,6.9,83287363.0,Patriot Games 
2005.0,2.35,101.0,6292,60000000.0,5.5,82931301.0,Monster-in-Law 
2013.0,1.85,153.0,37321,46000000.0,8.1,60962878.0,Prisoners 
2001.0,2.35,122.0,22370,45000000.0,7.7,76261036.0,Training Day 
1999.0,2.35,102.0,26998,45000000.0,7.3,71423726.0,Galaxy Quest 
2001.0,1.85,83.0,1645,45000000.0,5.2,71277420.0,Scary Movie 2 
2011.0,1.85,103.0,1336,45000000.0,7.1,88625922.0,The Muppets 
1998.0,2.35,110.0,3174,45000000.0,7.1,70001065.0,Blade 
2005.0,2.35,136.0,20299,30000000.0,7.2,67253092.0,Coach Carter 
2002.0,2.35,91.0,758,45000000.0,6.5,66790248.0,Changing Lanes 
1997.0,2.35,89.0,3717,45000000.0,4.6,65557989.0,Anaconda 
2000.0,2.35,107.0,3106,45000000.0,5.6,60786269.0,Coyote Ugly 
2003.0,2.35,129.0,28886,45000000.0,7.7,59365105.0,Love Actually 
1998.0,2.35,95.0,24205,120000000.0,7.2,162792677.0,A Bug's Life 
2001.0,2.35,122.0,41636,35000000.0,6.8,31598308.0,From Hell 
1994.0,1.85,110.0,13331,45000000.0,5.4,57362581.0,The Specialist 
1996.0,2.35,135.0,3648,45000000.0,6.3,53854588.0,Tin Cup 
1968.0,1.85,111.0,7493,2500000.0,7.2,,"Yours, Mine and Ours "
2005.0,2.35,95.0,27351,45000000.0,5.6,52580895.0,Kicking & Screaming 
2005.0,2.35,109.0,14073,50000000.0,6.8,51019112.0,The Hitchhiker's Guide to the Galaxy 
2004.0,2.35,93.0,4604,26000000.0,4.3,48114556.0,Fat Albert 
2007.0,2.35,94.0,16225,45000000.0,6.3,50648679.0,Resident Evil: Extinction 
2014.0,1.85,117.0,49743,40000000.0,6.5,46280507.0,Blended 
2006.0,2.35,112.0,3757,45000000.0,6.4,38360195.0,Last Holiday 
1994.0,2.35,111.0,12161,45000000.0,6.3,46815748.0,The River Wild 
1995.0,1.85,96.0,2965,45000000.0,5.9,35617599.0,The Indian in the Cupboard 
2012.0,2.35,141.0,1948,45000000.0,6.5,47307550.0,Savages 
2004.0,2.35,94.0,1102,25000000.0,6.5,32003620.0,Cellular 
2003.0,1.85,87.0,1461,35000000.0,6.1,27972410.0,Johnny English 
2006.0,1.85,88.0,33822,50000000.0,5.9,28133159.0,The Ant Bully 
1984.0,2.35,177.0,2449,40000000.0,6.6,27400000.0,Dune 
2007.0,2.35,133.0,5405,45000000.0,7.4,24343673.0,Across the Universe 
2008.0,2.35,119.0,53895,35000000.0,7.3,22877808.0,Revolutionary Road 
2006.0,2.35,102.0,15053,52000000.0,6.6,36883539.0,16 Blocks 
2008.0,2.35,101.0,15990,70000000.0,5.6,22531698.0,Babylon A.D. 
1996.0,1.85,91.0,3855,45000000.0,5.3,20400913.0,The Glimmer Man 
1996.0,2.35,117.0,2348,45000000.0,6.0,20101861.0,Multiplicity 
2009.0,1.85,86.0,3423,45000000.0,5.4,25200412.0,Aliens in the Attic 
2001.0,2.35,124.0,793,45000000.0,6.8,19719930.0,The Pledge 
2005.0,2.35,134.0,24351,45000000.0,6.4,19377727.0,The Producers 
2012.0,2.35,95.0,578,35000000.0,7.1,13401683.0,Dredd 
1996.0,2.35,100.0,3855,45000000.0,4.9,17300889.0,The Phantom 
2000.0,2.35,220.0,15006,57000000.0,5.8,15527125.0,All the Pretty Horses 
1995.0,2.35,212.0,21130,50000000.0,7.1,13560960.0,Nixon 
2010.0,2.35,128.0,2507,45000000.0,7.2,15523168.0,The Ghost Writer 
1998.0,2.35,106.0,6558,45000000.0,6.0,11146409.0,Deep Rising 
2008.0,2.35,160.0,26982,45000000.0,6.0,7916887.0,Miracle at St. Anna 
2006.0,2.35,114.0,949,45000000.0,7.0,6565495.0,Curse of the Golden Flower 
2008.0,1.85,99.0,12166,40000000.0,5.4,15279680.0,Bangkok Dangerous 
2002.0,1.85,74.0,13917,40000000.0,6.5,7262288.0,Big Trouble 
2007.0,2.35,139.0,538,45000000.0,6.4,4584886.0,Love in the Time of Cholera 
,16.0,52.0,654,,8.3,,The Returned             
1997.0,2.35,103.0,2457,45000000.0,4.9,2154540.0,Shadow Conspiracy 
2011.0,2.35,101.0,661,45000000.0,6.3,8129455.0,Johnny English Reborn 
2012.0,,91.0,3090,65000000.0,1.7,,Foodfight! 
2012.0,2.35,130.0,3133,44500000.0,7.7,136019448.0,Argo 
1993.0,1.85,130.0,13357,44000000.0,7.8,183875760.0,The Fugitive 
2010.0,2.35,110.0,21554,40000000.0,5.5,67061228.0,The Bounty Hunter 
1996.0,2.35,147.0,37076,44000000.0,7.5,53300852.0,Sleepers 
1985.0,2.35,96.0,15662,44000000.0,6.4,150415432.0,Rambo: First Blood Part II 
1996.0,2.35,118.0,26907,44000000.0,5.6,44834712.0,The Juror 
1940.0,1.37,88.0,1178,2600000.0,7.5,84300000.0,Pinocchio 
1980.0,2.35,325.0,14255,44000000.0,6.8,1500000.0,Heaven's Gate 
2006.0,2.35,102.0,2998,50000000.0,6.8,62318875.0,Underworld: Evolution 
2015.0,2.35,110.0,12876,40000000.0,6.0,5773519.0,Victor Frankenstein 
2000.0,2.35,136.0,1801,43000000.0,7.3,51768623.0,Finding Forrester 
2000.0,1.37,103.0,23864,43000000.0,6.0,37035515.0,28 Days 
2005.0,2.35,103.0,22383,45000000.0,7.0,24520892.0,Unleashed 
2002.0,1.85,90.0,132,43000000.0,5.1,24430272.0,The Sweetest Thing 
1993.0,1.85,154.0,14244,42000000.0,6.8,158348400.0,The Firm 
2010.0,2.35,99.0,1066,44000000.0,6.5,31136950.0,Charlie St. Cloud 
2011.0,2.35,93.0,27834,40000000.0,6.6,29113588.0,The Mechanic 
2012.0,2.35,109.0,19968,42000000.0,7.2,138447667.0,21 Jump Street 
1999.0,2.35,124.0,9255,42000000.0,7.0,116006080.0,Notting Hill 
2000.0,1.85,84.0,1817,45000000.0,7.0,106793915.0,Chicken Run 
2004.0,1.85,90.0,24534,42000000.0,5.9,87856565.0,Along Came Polly 
1992.0,1.85,117.0,3841,40000000.0,5.4,70100000.0,Boomerang 
2013.0,2.35,123.0,4825,43000000.0,6.6,159578352.0,The Heat 
1963.0,2.2,251.0,2957,31115000.0,7.0,57750000.0,Cleopatra 
2012.0,1.85,105.0,6727,42000000.0,6.5,45290318.0,Here Comes the Boom 
2002.0,2.35,115.0,15571,42000000.0,6.3,41543207.0,High Crimes 
1996.0,1.85,122.0,13716,42000000.0,6.5,41252428.0,The Mirror Has Two Faces 
2002.0,2.35,119.0,1651,32000000.0,6.5,35228696.0,The Mothman Prophecies 
2009.0,1.85,81.0,2134,42000000.0,5.8,59992760.0,Brüno 
1989.0,2.35,133.0,2371,32000000.0,6.6,34667015.0,Licence to Kill 
2011.0,2.35,100.0,15369,42000000.0,5.4,37652565.0,Red Riding Hood 
2001.0,2.35,120.0,33585,42000000.0,6.1,24375436.0,15 Minutes 
1993.0,1.85,104.0,7723,42000000.0,4.0,20915465.0,Super Mario Bros. 
2005.0,2.35,122.0,12076,50000000.0,7.6,24127895.0,Lord of War 
2002.0,2.35,80.0,6229,31000000.0,7.9,84961.0,Hero 
2012.0,2.35,91.0,3301,40000000.0,5.3,26404753.0,One for the Money 
2014.0,2.35,112.0,12239,44000000.0,6.6,6105175.0,The Interview 
2010.0,2.35,100.0,2056,45000000.0,6.3,5664251.0,The Warrior's Way 
,4.0,30.0,1610,,7.5,,McHale's Navy             
2009.0,2.35,105.0,1342,27000000.0,7.2,1260917.0,Micmacs 
2002.0,2.35,110.0,1954,41000000.0,7.0,116724075.0,8 Mile 
2015.0,,101.0,488,,4.9,,Animal Kingdom: Let's go Ape 
2001.0,2.35,144.0,18761,65000000.0,6.9,56083966.0,A Knight's Tale 
2003.0,2.35,108.0,1134,41000000.0,5.2,22108977.0,The Medallion 
1999.0,1.85,107.0,17540,40000000.0,8.1,293501675.0,The Sixth Sense 
2012.0,2.35,102.0,362,42000000.0,6.6,18600911.0,Man on a Ledge 
2011.0,2.35,100.0,2085,41000000.0,6.2,7204138.0,The Big Year 
1984.0,1.85,126.0,2004,8000000.0,7.2,90800000.0,The Karate Kid 
2013.0,2.35,138.0,83012,40000000.0,7.3,150117807.0,American Hustle 
2009.0,2.35,108.0,18656,40000000.0,6.7,163947053.0,The Proposal 
1999.0,2.35,105.0,2129,70000000.0,6.4,116735231.0,Double Jeopardy 
1989.0,1.85,108.0,3660,40000000.0,7.8,118500000.0,Back to the Future Part II 
2014.0,2.35,89.0,32325,40000000.0,6.4,126546825.0,Lucy 
2015.0,2.35,129.0,4585,40000000.0,4.1,166147885.0,Fifty Shades of Grey 
2003.0,1.85,84.0,22935,38000000.0,4.1,111760631.0,Spy Kids 3-D: Game Over 
1996.0,2.35,149.0,31349,40000000.0,7.4,108706165.0,A Time to Kill 
2003.0,1.85,94.0,7014,40000000.0,5.8,138614544.0,Cheaper by the Dozen 
2013.0,2.35,121.0,1261,40000000.0,7.6,125069696.0,Lone Survivor 
1992.0,2.35,128.0,16751,40000000.0,7.2,107458785.0,A League of Their Own 
2016.0,2.35,134.0,2676,40000000.0,7.8,102310175.0,The Conjuring 2 
2010.0,2.35,120.0,10555,40000000.0,7.7,96917897.0,The Social Network 
2009.0,2.35,129.0,318,40000000.0,6.4,93952276.0,He's Just Not That Into You 
2006.0,1.85,89.0,5855,45000000.0,5.1,90703745.0,Scary Movie 4 
2000.0,2.35,116.0,600,40000000.0,5.5,89138076.0,Scream 3 
1990.0,1.37,118.0,3986,40000000.0,7.4,87666629.0,Back to the Future Part III 
2015.0,1.85,107.0,12556,40000000.0,6.0,90353764.0,Get Hard 
1992.0,1.85,155.0,42220,40000000.0,7.5,82522790.0,Bram Stoker's Dracula 
2009.0,1.85,123.0,13321,40000000.0,7.0,94125426.0,Julie & Julia 
2013.0,2.35,128.0,16911,40000000.0,7.5,95001343.0,42 
1999.0,1.85,139.0,36810,40000000.0,7.3,81292135.0,The Talented Mr. Ripley 
2014.0,1.85,109.0,16179,35000000.0,5.7,86208010.0,Dumb and Dumber To 
2006.0,2.35,120.0,24300,40000000.0,7.3,81593527.0,Eight Below 
2015.0,1.85,121.0,36010,35000000.0,7.2,75274748.0,The Intern 
2016.0,2.35,102.0,5178,40000000.0,5.9,90835030.0,Ride Along 2 
1992.0,2.35,117.0,2144,40000000.0,7.8,72455275.0,The Last of the Mohicans 
2004.0,1.85,178.0,5074,40000000.0,7.7,75305995.0,Ray 
2005.0,1.85,147.0,3924,40000000.0,8.1,74098862.0,Sin City 
2008.0,2.35,90.0,6775,40000000.0,6.6,72266306.0,Vantage Point 
2009.0,1.85,105.0,28928,40000000.0,7.1,71347010.0,"I Love You, Man "
2001.0,1.85,114.0,2842,40000000.0,5.9,70836296.0,Shallow Hal 
1991.0,2.35,206.0,698,40000000.0,8.0,70405498.0,JFK 
2006.0,1.85,99.0,19334,40000000.0,4.6,70163652.0,Big Momma's House 2 
2001.0,2.35,123.0,43917,34000000.0,6.1,66808615.0,The Mexican 
2014.0,2.35,137.0,2938,65000000.0,7.2,115603980.0,Unbroken 
2009.0,2.35,102.0,7009,20000000.0,6.4,64149837.0,17 Again 
2014.0,2.35,109.0,2357,40000000.0,6.0,83906114.0,The Other Woman 
2009.0,2.35,82.0,303717,40000000.0,5.2,66466372.0,The Final Destination 
2015.0,2.35,142.0,16944,40000000.0,7.6,72306065.0,Bridge of Spies 
2001.0,2.35,106.0,2544,40000000.0,6.4,59068786.0,Behind Enemy Lines 
2010.0,1.85,114.0,2091,,6.4,60923325.0,Get Him to the Greek 
2004.0,1.85,106.0,2325,50000000.0,6.1,57887882.0,Shall We Dance 
1998.0,2.35,108.0,8610,40000000.0,6.1,53955614.0,Small Soldiers 
1997.0,1.85,98.0,7039,40000000.0,5.2,54967359.0,Spawn 
2002.0,1.85,131.0,17152,35000000.0,7.7,54228104.0,The Count of Monte Cristo 
2011.0,2.35,118.0,13943,40000000.0,7.3,57981889.0,The Lincoln Lawyer 
2011.0,2.35,113.0,17152,30000000.0,6.9,61094903.0,Unknown 
2006.0,2.35,130.0,63986,40000000.0,8.5,53082743.0,The Prestige 
2014.0,2.35,116.0,30571,42000000.0,6.3,54414716.0,Horrible Bosses 2 
2013.0,2.35,89.0,3361,40000000.0,5.9,57011847.0,Escape from Planet Earth 
2006.0,1.85,139.0,848,40000000.0,7.8,50859889.0,Apocalypto 
1987.0,2.35,130.0,1233,30000000.0,6.7,51185897.0,The Living Daylights 
2010.0,2.35,107.0,4243,40000000.0,6.4,52000688.0,Predators 
1986.0,2.35,116.0,2179,40000000.0,5.9,49851591.0,Legal Eagles 
2004.0,2.35,96.0,41293,40000000.0,6.6,47781388.0,Secret Window 
2006.0,2.35,99.0,18693,40000000.0,6.8,52320979.0,The Lake House 
2005.0,2.35,104.0,1274,43000000.0,6.5,47806295.0,The Skeleton Key 
2012.0,1.85,105.0,9069,25000000.0,6.6,51853450.0,The Odd Life of Timothy Green 
2008.0,2.35,101.0,4298,40000000.0,5.8,46012734.0,Made of Honor 
2014.0,2.35,134.0,2281,40000000.0,6.9,47034272.0,Jersey Boys 
1997.0,2.35,135.0,16762,40000000.0,7.1,45856732.0,The Rainmaker 
2003.0,1.85,98.0,22318,40000000.0,5.8,59588068.0,Gothika 
1997.0,1.85,155.0,37570,36000000.0,7.2,44175394.0,Amistad 
1992.0,2.35,106.0,519,40000000.0,6.0,45500797.0,Medicine Man 
2007.0,2.35,102.0,4324,40000000.0,4.7,41797066.0,Aliens vs. Predator: Requiem 
1994.0,1.85,95.0,4634,40000000.0,5.2,38087756.0,Ri¢hie Ri¢h 
2000.0,1.85,103.0,26938,40000000.0,5.5,37752931.0,Autumn in New York 
2007.0,1.85,95.0,2787,,6.5,50562555.0,Music and Lyrics 
2011.0,2.35,109.0,390,40000000.0,7.0,37371385.0,Paul 
2012.0,2.35,95.0,1070,40000000.0,5.8,37101011.0,The Guilt Trip 
2011.0,2.35,111.0,4486,40000000.0,6.2,38176892.0,Scream 4 
1999.0,2.35,123.0,12970,40000000.0,6.5,36283504.0,8MM 
1991.0,2.35,140.0,3044,38000000.0,7.2,35183792.0,The Doors 
2014.0,1.85,94.0,1488,40000000.0,5.1,38543473.0,Sex Tape 
2000.0,1.85,94.0,1238,60000000.0,4.7,36037909.0,Hanging Up 
2011.0,2.35,92.0,3074,40000000.0,5.9,42575718.0,Final Destination 5 
1999.0,1.85,102.0,2913,40000000.0,5.8,33864342.0,Mickey Blue Eyes 
2000.0,1.85,123.0,23920,40000000.0,7.2,33508922.0,Pay It Forward 
2005.0,2.35,104.0,1827,30000000.0,6.2,42071069.0,Fever Pitch 
,1.33,30.0,108,,7.4,,Arthur             
2008.0,2.35,102.0,3239,40000000.0,5.7,32853640.0,Drillbit Taylor 
2014.0,2.35,136.0,28927,40000000.0,6.1,42615685.0,A Million Ways to Die in the West 
1994.0,1.85,93.0,2711,25000000.0,6.0,32055248.0,The Shadow 
2011.0,2.35,129.0,15595,40000000.0,6.9,31836745.0,Extremely Loud & Incredibly Close 
2010.0,2.35,107.0,621,40000000.0,6.5,30993544.0,Morning Glory 
2005.0,2.35,117.0,3969,40000000.0,5.0,30981850.0,Get Rich or Die Tryin' 
2000.0,2.35,116.0,3753,40000000.0,5.7,30199105.0,The Art of War 
2005.0,2.35,135.0,5917,40000000.0,7.0,29077547.0,Rent 
2000.0,2.35,107.0,4565,40000000.0,5.1,29374178.0,Bless the Child 
1999.0,1.85,90.0,1335,40000000.0,5.3,28535768.0,The Out-of-Towners 
1996.0,2.35,99.0,10469,40000000.0,4.4,27663982.0,The Island of Dr. Moreau 
2001.0,2.35,104.0,2888,40000000.0,4.7,27053815.0,The Musketeer 
2008.0,1.85,115.0,77823,35000000.0,6.7,26814957.0,The Other Boleyn Girl 
2001.0,1.85,119.0,29484,40000000.0,6.7,25178165.0,Sweet November 
2007.0,2.35,99.0,960,40000000.0,5.7,25117498.0,The Reaping 
1973.0,1.85,112.0,23737,500000.0,7.4,32645.0,Mean Streets 
1994.0,1.85,128.0,3126,40000000.0,6.1,24332324.0,Renaissance Man 
2011.0,2.35,112.0,3432,40000000.0,6.4,36665854.0,Colombiana 
1998.0,1.85,86.0,14275,40000000.0,6.2,22717758.0,The Magic Sword: Quest for Camelot 
2002.0,2.35,108.0,34377,60000000.0,6.2,22433915.0,City by the Sea 
1999.0,1.85,128.0,3821,60000000.0,5.9,22326247.0,At First Sight 
2004.0,2.35,84.0,5039,40000000.0,4.0,21176322.0,Torque 
1996.0,1.85,111.0,17877,40000000.0,6.2,20300000.0,City Hall 
1995.0,2.35,131.0,18913,45000000.0,4.6,20302961.0,Showgirls 
2006.0,1.85,123.0,7243,40000000.0,6.4,15962471.0,Marie Antoinette 
1995.0,1.85,101.0,14008,40000000.0,5.9,14942422.0,Kiss of Death 
2000.0,2.35,102.0,14463,40000000.0,5.1,14967182.0,Get Carter 
2012.0,2.35,114.0,7099,45000000.0,7.6,18996755.0,The Impossible 
1987.0,1.85,107.0,3374,51000000.0,4.2,14375181.0,Ishtar 
2009.0,1.85,87.0,24770,40000000.0,7.8,20999103.0,Fantastic Mr. Fox 
2002.0,2.35,103.0,12566,40000000.0,5.8,14448589.0,Life or Something Like It 
1992.0,2.35,99.0,2125,40000000.0,5.9,14358033.0,Memoirs of an Invisible Man 
2001.0,2.35,122.0,809,77000000.0,8.4,33201661.0,Amélie 
2004.0,1.85,91.0,3974,30000000.0,4.8,14018364.0,New York Minute 
2004.0,1.85,103.0,3639,60000000.0,6.2,13395939.0,Alfie 
2012.0,2.35,107.0,1702,40000000.0,6.5,20113965.0,Big Miracle 
1999.0,1.85,106.0,4327,40000000.0,6.3,13376506.0,The Deep End of the Ocean 
2002.0,2.35,101.0,4262,42000000.0,3.3,13208023.0,Feardotcom 
2009.0,2.35,109.0,20503,40000000.0,5.9,13838130.0,Cirque du Freak: The Vampire's Assistant 
2015.0,2.35,110.0,12876,40000000.0,6.0,5773519.0,Victor Frankenstein 
2003.0,1.85,89.0,3096,40000000.0,5.8,9652000.0,Duplex 
2008.0,2.35,100.0,4103,,6.5,12081447.0,Soul Men 
1980.0,2.35,119.0,1883,36000000.0,4.7,7000000.0,Raise the Titanic 
1999.0,1.85,83.0,4024,24000000.0,4.1,10431220.0,Universal Soldier: The Return 
2009.0,2.35,108.0,14127,33000000.0,6.8,10326062.0,Pandorum 
2001.0,1.85,102.0,2664,40000000.0,6.2,6114237.0,Impostor 
2002.0,2.35,93.0,4123,40000000.0,4.5,4835968.0,Extreme Ops 
2001.0,2.35,84.0,1149,40000000.0,5.8,4777007.0,Just Visiting 
2007.0,2.35,107.0,11623,26000000.0,7.3,3675072.0,Sunshine 
2012.0,2.35,91.0,222,40000000.0,5.9,18438149.0,A Thousand Words 
2008.0,1.85,94.0,2449,40000000.0,4.4,511920.0,Delgo 
2015.0,2.35,115.0,1686,40000000.0,5.8,10640645.0,The Gunman 
